experimento	fecha	cols	rows	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
8122HTe	20220717 164242	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0731866467455836	0.271514329892072	1678	4141	0.332895697123718	169.72940590365	3.93678471074195	0.685912324289309	267	0.213416107805539	8698	15062000	171
8122HTe	20220717 164301	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0712224923980531	0.899652959608481	771	2001	5.50772197514882	19.9139762218961	6.74614383940175	0.549049407154396	101	0.195987958100522	9280	15080000	172
8122HTe	20220717 164322	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.151698881869469	0.817861726952898	712	1078	8.21356333833719	39.7030104090234	0.00434471853404189	0.347212311493994	127	0.159445277767863	10708	15692000	173
8122HTe	20220717 164338	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0623046647443321	0.214437096000384	1707	3008	8.09811493614163	37.7182506031308	0.552423462047575	0.352114321968906	303	0.198382951133112	9404	15676000	174
8122HTe	20220717 164358	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0685140804052409	0.207826969550813	441	6734	8.44853313124321	6.02574572684547	0.424986526021391	0.261721119057252	552	0.213344729394768	9164	15076000	175
8122HTe	20220717 164412	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.15936498201663	0.973433927031414	586	1286	0.0548563662579264	145.929266382614	2.65130915463765	0.505145461763516	92	0.178414237169328	10094	15826000	176
8122HTe	20220717 164425	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0947951908893505	0.949457326750682	1301	1304	0.355015337886383	129.737606134618	15.5440998048479	0.958419147008162	77	0.238009333418176	7898	14302000	177
8122HTe	20220717 164439	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0628210898955165	0.999164978909254	1712	4693	9.39492985802348	137.620063530189	13.1750380405962	0.301046252898052	134	0.158853871275863	11710	14330000	178
8122HTe	20220717 164452	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.149995659482476	0.906964273535417	1644	3333	0.0554394930628333	143.71844982488	11.3937061838833	0.314428400007257	69	0.171249684981741	10822	15098000	179
8122HTe	20220717 164502	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.188966569522001	0.121855001262531	1810	9753	9.22684817644269	35.2335128268841	2.03593353460649	0.974324528678101	178	0.21769830332268	8918	14122000	180
8122HTe	20220717 164516	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0874287851573201	0.260383038140002	1771	4891	9.1653585690504	20.9159678432909	2.752679122397	0.834089893131738	202	0.224804611770888	8364	15036000	181
8122HTe	20220717 164537	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0622648091277355	0.551749070747344	609	2782	9.58137908955138	81.0661008325583	1.71092261546251	0.286544907461936	311	0.207595057231408	8972	15388000	182
8122HTe	20220717 164601	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0846151511284236	0.675643080805022	1516	14124	0.191151246134544	111.105047029301	0.0655349180885779	0.760181698813333	513	0.192486697641832	10890	14550000	183
8122HTe	20220717 164615	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.261983326586086	0.87974189310563	571	3365	7.38705488606142	24.2926996528787	0.766811341104068	0.234828670482257	94	0.225032603192166	8392	15728000	184
8122HTe	20220717 164629	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0862923974112043	0.958519074534332	1150	4774	4.49177186123181	147.869421935495	15.0890450517253	0.989185306449494	106	0.142240752167263	13092	13908000	185
8122HTe	20220717 164650	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.203062646567164	0.739187464727085	435	9110	4.06446541291647	18.9057301414079	0.556504335867178	0.201547577020895	345	0.167374206096043	11128	14672000	186
8122HTe	20220717 164701	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.100548117123932	0.23154500313128	1461	1240	0.857868055624836	106.80181242039	14.0143698099814	0.614233495771218	90	0.222170422783009	8332	14228000	187
8122HTe	20220717 164712	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176736062601944	0.401987050357393	197	21367	0.0398516682339734	159.500171160212	12.7901425021714	0.58878309244249	112	0.173764651597878	12772	11948000	188
8122HTe	20220717 164739	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.27561516593593	0.567267137192271	309	12768	9.98781246968866	43.0219491254649	0.150801924742952	0.894325116858106	609	0.174715910619642	10742	15178000	189
8122HTe	20220717 164759	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.226831227485716	0.391346430191808	385	13131	9.72749132373982	161.488846525032	0.274325938186804	0.201460930354016	475	0.233898115629161	8412	14508000	190
8122HTe	20220717 164811	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.253788488296322	0.280876099139596	885	19019	0.648979154652139	174.181743758038	0.0304600783626976	0.426483623634822	200	0.171055045336047	12526	13634000	191
8122HTe	20220717 164830	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.225138623967052	0.290417184863875	378	18768	2.5508765609958	166.167127910387	0.808702408623617	0.891534829139903	504	0.184078100456868	11340	14700000	192
8122HTe	20220717 164848	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0911619164411712	0.663614927945497	700	2891	0.676173800699206	142.060906043153	1.95480595885069	0.40237977185826	158	0.227279139070896	8114	14326000	193
8122HTe	20220717 164900	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.22723604296906	0.764187146951531	612	1359	1.58563809112261	118.63082494842	9.23924342477559	0.479394401985434	47	0.167524200582371	11250	14910000	194
8122HTe	20220717 164914	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.242252496332739	0.237556049333327	1796	4706	2.65910836519929	182.284479970097	0.4052170726799	0.825368864876741	248	0.169211090104579	10474	16286000	195
8122HTe	20220717 164928	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.273278205979216	0.588356777179837	1542	13812	0.744239308346683	103.979296129095	4.43186532459074	0.285137726285411	114	0.184209329683565	11624	14296000	196
8122HTe	20220717 164945	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.221918320041469	0.998935297898199	1587	4467	0.158501736766962	163.117452230578	0.622553382166463	0.786559927168166	131	0.168355437577246	11178	14982000	197
8122HTe	20220717 164958	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.12867668143464	0.998659824307781	519	6292	0.194837493273411	167.903671247739	10.8135821316114	0.230823014440859	87	0.191511154799229	9790	13730000	198
8122HTe	20220717 165027	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0709405658022782	0.987058673877621	350	4960	8.56658366736929	31.1279834104205	0.555267494654119	0.824823725407705	490	0.206074915632787	9078	15162000	199
8122HTe	20220717 165053	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0492197577725168	0.184938473273193	1751	6790	8.5018300097374	176.342490168637	1.34847670676048	0.362285139229408	912	0.223457142388445	8494	15026000	200
8122HTe	20220717 165104	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.287235773497433	0.327480804859855	1449	4385	1.85225994375788	159.825204214262	2.86892337577416	0.802449373062395	64	0.249528776745016	7460	14500000	201
8122HTe	20220717 165114	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.129817485195261	0.115450944664405	1867	4971	4.34999932570456	188.42869399034	8.94968654066014	0.765034532654175	121	0.208903716817041	8924	14476000	202
8122HTe	20220717 165126	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.170782561462325	0.845562205860747	1863	4666	0.211805626489009	20.700642584522	16.3446188346102	0.286176519780087	48	0.202761357792764	8998	14642000	203
8122HTe	20220717 165200	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0810549688339806	0.470483075064122	668	683	1.07938228457042	185.172718173686	0.253820567939348	0.859671969407899	554	0.208099167232662	8060	15460000	204
8122HTe	20220717 165218	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.259460825923151	0.552060342574934	1787	955	0.784680251745919	197.730971948474	0.384155495212974	0.680402277639704	128	0.18688292410631	9560	15760000	205
8122HTe	20220717 165231	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.147720707299797	0.652331824156474	1801	946	0.050154497597602	113.912798671641	3.45163019034908	0.82922597090714	68	0.186307968816819	9542	15058000	206
8122HTe	20220717 165245	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0695679924901866	0.733233867535711	1598	3088	7.84011820948458	47.1614139700032	16.4810247619322	0.209858367458553	72	0.131141237743628	13616	14344000	207
8122HTe	20220717 165302	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.210470093920101	0.489013938598835	993	625	0.0370429286899954	180.893535830317	0.202294777661418	0.27409947933895	94	0.153286272243495	11018	15142000	208
8122HTe	20220717 165326	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0674557071742935	0.230299293095154	1873	12617	2.69208917508155	172.523500403952	2.7993179962508	0.239008349763452	495	0.198791400848149	10554	14646000	209
8122HTe	20220717 165347	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.221128362298086	0.795017892962224	673	1157	0.569558883294065	186.279546627264	0.0602627667665618	0.82574461626613	136	0.14790816111837	11560	15800000	210
8122HTe	20220717 165403	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.254379980871007	0.243091211342182	1837	12145	9.62760451297931	169.905394588242	0.869263609254994	0.732563264656058	386	0.219102816077055	8838	14082000	211
8122HTe	20220717 165422	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0897385575059261	0.319008823578987	1745	12959	0.239892153904369	51.1689465658974	3.70727277653679	0.928755881501587	415	0.172719506567022	11936	14344000	212
8122HTe	20220717 165437	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.249931075438681	0.417833229490562	1992	4880	3.96957555513515	191.944386216615	0.499360769827916	0.333896608817899	166	0.202692636394584	9356	16324000	213
8122HTe	20220717 165554	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0298062139406027	0.997964501329951	1123	952	3.5057605965521	181.844909062336	0.0101604482962496	0.399186180727484	1188	0.160417534819345	10640	15760000	214
8122HTe	20220717 165622	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0770560640292172	0.99726360919858	520	886	3.0531785946538	56.3122896087283	0.377687114978562	0.2416634086697	247	0.182376399049975	9398	16162000	215
8122HTe	20220717 165640	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.23660621342172	0.217728270258967	1979	8002	7.22642038004026	136.464951925403	0.146380886373525	0.941269191669018	398	0.213320198540618	8726	14554000	216
8122HTe	20220717 165711	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0712289805340602	0.555133372115319	381	12703	3.21754220731154	195.264421547483	1.68601906163578	0.26529238259347	726	0.181836308955523	11402	14638000	217
8122HTe	20220717 165731	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0993369676732985	0.757108355376502	1730	4843	9.83102037813563	39.3499060351976	0.058195802762313	0.258543061064174	198	0.207677626729112	9032	16288000	218
8122HTe	20220717 165753	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.139483753727535	0.716171023403918	1823	2579	7.47431587902616	27.242162485892	0.185972671518362	0.271560221804444	199	0.15394877809606	11452	15668000	219
8122HTe	20220717 165825	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.263917965231344	0.748534550505653	461	6535	9.87540999482321	181.166166787343	0.14707149879084	0.897099280291894	510	0.196155860090632	9212	15148000	220
8122HTe	20220717 165847	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.273125281688974	0.677414727027714	468	12225	9.6770249442434	191.75811022731	0.225478015124773	0.925265805599144	395	0.155337522951345	12366	14874000	221
8122HTe	20220717 165921	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0645446403927199	0.143313323849511	317	9918	0.482850704629352	32.5090800714395	0.635398817465206	0.275418189211273	1443	0.168890565160129	11182	15698000	222
8122HTe	20220717 165939	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0705357090294092	0.273654865848706	1803	10126	0.735157917146895	16.4373970936294	0.104999749717425	0.291799416064641	333	0.170584668211361	11904	14856000	223
8122HTe	20220717 170007	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0798899235646075	0.199705676907803	452	9643	0.841613137548481	42.5789335831537	0.126457814809264	0.886407378722608	995	0.172529824940874	11404	15236000	224
8122HTe	20220717 170026	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0599475103066782	0.273366045127099	181	13094	0.678852129872966	86.1807248089279	5.76513952801266	0.215972483320368	459	0.184587789093837	11244	14676000	225
8122HTe	20220717 170045	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.162106680220785	0.263830180830988	1749	4792	9.73357238682029	191.880423758671	0.0186252835523557	0.771755445337963	406	0.168224610777959	10640	15520000	226
8122HTe	20220717 170100	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0837237356756833	0.737696683168582	1824	4833	0.0510620494277881	185.625445193407	14.8512478634529	0.809570883757572	119	0.168649624627807	10918	14162000	227
8122HTe	20220717 170117	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.272353127395797	0.408563790199817	655	1122	7.12063079000746	199.699888496489	0.00210264122239219	0.737121663878462	158	0.192112599264398	9266	14734000	228
8122HTe	20220717 170129	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.190391782884642	0.428125516148832	733	18650	7.64565455263817	90.4485463681869	19.9701620702652	0.973731544504375	67	0.236424477760454	9098	12862000	229
8122HTe	20220717 170142	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.265456533262601	0.987958617623454	1709	5197	9.24942653850086	174.801731301659	3.47059114994331	0.221231133877942	78	0.219527949584478	8608	15032000	230
8122HTe	20220717 170158	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0689967861822899	0.882736635224445	550	8301	0.0637517703419815	37.5350264228745	12.1541724518866	0.902281818643922	162	0.199856521889311	9746	14134000	231
8122HTe	20220717 170209	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.262873046942769	0.607698615848911	1510	1060	2.25490784766003	188.337712677504	19.46380688381	0.246841471065522	28	0.159655846040447	11284	14516000	232
