experimento	fecha	cols	rows	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
8122HTc	20220714 134936	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.137162655300488	0.724002110793479	601	2043	107	0.198803733880731	9194	15286000	23
8122HTc	20220714 135122	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.010019692998405	0.362741132931587	204	1549	1737	0.178655327933048	9524	16516000	24
8122HTc	20220714 135258	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100140733179974	0.316796610992641	17	223	2683	0.142184706788062	10414	16106000	25
8122HTc	20220714 135348	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100135749229004	0.282055178746115	28	2144	1075	0.206504737498423	8952	16008000	26
8122HTc	20220714 135451	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100687362923026	0.420748507853874	106	2740	1208	0.193190264285626	9394	16166000	27
8122HTc	20220714 135608	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100494003546699	0.38252677564224	560	1344	965	0.197780614496885	8988	16932000	28
8122HTc	20220714 135708	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100051599598445	0.378091575149581	933	963	876	0.215414859876626	8120	16240000	29
8122HTc	20220714 135828	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0223445921163605	0.365786644447366	511	1	450	0.00641928860996948	9012	15708000	30
8122HTc	20220714 140102	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100334560784647	0.906869854436378	496	127	444	0.152205869832021	9108	15612000	31
8122HTc	20220714 140244	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100004750082197	0.186888232321815	547	16	838	0.0141416528582359	9872	15328000	32
8122HTc	20220714 140417	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100128324396931	0.502183594005462	584	1355	1419	0.184346462346664	9098	16462000	33
8122HTc	20220714 140514	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100321197882038	0.377761890053673	543	4811	1242	0.191409424140642	9886	15554000	34
